id,class,reactants>reagents>production
US20130324547A1,2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH2:8][CH:9]([C:10]([F:11])([F:12])[F:13])[n:14]3[n:15][c:16](-[c:17]4[cH:18][cH:19][cH:20][c:21]([C:22](=[O:23])[OH:45])[cH:37]4)[cH:38][c:39]3[NH:40]2)[cH:41][c:42]1[O:43][CH3:44].[NH2:24][C@H:25]1[CH2:26][CH2:27][N:28]([C:29](=[O:30])[O:31][C:32]([CH3:33])([CH3:34])[CH3:35])[CH2:36]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH2:8][CH:9]([C:10]([F:11])([F:12])[F:13])[n:14]3[n:15][c:16](-[c:17]4[cH:18][cH:19][cH:20][c:21]([C:22](=[O:23])[NH:24][C@H:25]5[CH2:26][CH2:27][N:28]([C:29](=[O:30])[O:31][C:32]([CH3:33])([CH3:34])[CH3:35])[CH2:36]5)[cH:37]4)[cH:38][c:39]3[NH:40]2)[cH:41][c:42]1[O:43][CH3:44]
US06967198B2,2,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@H:9]([CH2:10][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[C:18](=[O:19])[OH:41].[NH2:20][c:21]1[cH:22][c:23]2[c:24]3[c:25]([c:26](-[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[nH:33][c:34]3[cH:35]1)[CH:36]=[N:37][NH:38][C:39]2=[O:40]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@H:9]([CH2:10][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[C:18](=[O:19])[NH:20][c:21]1[cH:22][c:23]2[c:24]3[c:25]([c:26](-[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[nH:33][c:34]3[cH:35]1)[CH:36]=[N:37][NH:38][C:39]2=[O:40]
US20090181942A1,6,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@@H:8]2[O:9][C@@H:10]([CH2:11][C:12](=[O:13])[O:14][CH2:38][CH3:37])[c:15]3[n:16][n:17][c:18]([C:19]([F:20])([F:21])[Cl:22])[n:23]3-[c:24]3[cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][c:33]32)[c:34]1[O:35][CH3:36]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@@H:8]2[O:9][C@@H:10]([CH2:11][C:12](=[O:13])[OH:14])[c:15]3[n:16][n:17][c:18]([C:19]([F:20])([F:21])[Cl:22])[n:23]3-[c:24]3[cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][c:33]32)[c:34]1[O:35][CH3:36]
US20140343032A1,1,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([CH2:7][Br:34])[NH:17][C:18]([c:19]2[n:20][cH:21][cH:22][s:23]2)=[N:24][C@H:25]1[c:26]1[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]1[Cl:33].[NH:8]1[CH:9]2[CH2:10][O:11][CH2:12][CH:13]1[CH:14]([F:15])[CH2:16]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([CH2:7][N:8]2[CH:9]3[CH2:10][O:11][CH2:12][CH:13]2[CH:14]([F:15])[CH2:16]3)[NH:17][C:18]([c:19]2[n:20][cH:21][cH:22][s:23]2)=[N:24][C@H:25]1[c:26]1[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]1[Cl:33]
US08674113B2,6,[CH3:1][n:2]1[c:3]([NH:4][c:5]2[c:6]([Cl:7])[cH:8][cH:9][c:10]([CH2:11][NH:12][C:46]([O:45][C:42]([CH3:41])([CH3:43])[CH3:44])=[O:47])[c:13]2[Cl:14])[n:15][c:16]2[cH:17][c:18]([C:19](=[O:20])[NH:21][C@H:22]3[CH2:23][CH2:24][C@H:25]([C:26]([F:27])([F:28])[F:29])[CH2:30][CH2:31]3)[c:32]([C:33]34[CH2:34][NH:35][CH2:36][CH:37]3[CH2:38]4)[cH:39][c:40]12>>[CH3:1][n:2]1[c:3]([NH:4][c:5]2[c:6]([Cl:7])[cH:8][cH:9][c:10]([CH2:11][NH2:12])[c:13]2[Cl:14])[n:15][c:16]2[cH:17][c:18]([C:19](=[O:20])[NH:21][C@H:22]3[CH2:23][CH2:24][C@H:25]([C:26]([F:27])([F:28])[F:29])[CH2:30][CH2:31]3)[c:32]([C:33]34[CH2:34][NH:35][CH2:36][CH:37]3[CH2:38]4)[cH:39][c:40]12
US20130109682A1,7,[CH3:1][C:2](=[O:3])[O:4][C@@H:5]1[CH2:6][C@H:7]([c:8]2[cH:9][cH:10][n:11][cH:12][c:13]2[N+:14](=[O:25])[O-:26])[O:15][C@H:16]([CH:17]2[CH2:18][CH2:19]2)[C@H:20]1[O:21][C:22]([CH3:23])=[O:24]>>[CH3:1][C:2](=[O:3])[O:4][C@H:5]1[CH2:6][C@@H:7]([c:8]2[cH:9][cH:10][n:11][cH:12][c:13]2[NH2:14])[O:15][C@@H:16]([CH:17]2[CH2:18][CH2:19]2)[C@@H:20]1[O:21][C:22]([CH3:23])=[O:24]
US20110118261A1,1,[CH3:1][CH2:2][NH:3][C@@H:4]1[CH2:5][CH2:6][NH:7][CH2:15]1.[c:8]1([F:16])[cH:9][cH:10][c:11]([Br:12])[cH:13][n:14]1>>[CH3:1][CH2:2][NH:3][C@@H:4]1[CH2:5][CH2:6][N:7]([c:8]2[cH:9][cH:10][c:11]([Br:12])[cH:13][n:14]2)[CH2:15]1
US20110251196A1,1,[CH3:1][CH2:2][CH2:3][CH:4]([CH3:5])[CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([C@H:12]([CH2:13][NH2:14])[NH:19][C:20](=[O:21])[C@@H:22]([CH3:23])[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:30][cH:31]1.[CH:15]([CH:16]1[CH2:17][CH2:18]1)=[O:32]>>[CH3:1][CH2:2][CH2:3][CH:4]([CH3:5])[CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([C@H:12]([CH2:13][NH:14][CH2:15][CH:16]2[CH2:17][CH2:18]2)[NH:19][C:20](=[O:21])[C@@H:22]([CH3:23])[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:30][cH:31]1
US05925630,1,[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C@@H:9]4[CH2:10][C@H:11]([OH:12])[CH2:13][CH2:14][C@:15]34[CH3:16])[C@@H:17]1[CH2:18][CH2:19][C@@H:20]2[C:21](=[O:22])[CH2:23][Br:31].[OH:24][c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1>>[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C@@H:9]4[CH2:10][C@H:11]([OH:12])[CH2:13][CH2:14][C@:15]34[CH3:16])[C@@H:17]1[CH2:18][CH2:19][C@@H:20]2[C:21](=[O:22])[CH2:23][O:24][c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1
US20140213580A1,1,[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][n:6][c:7]([Cl:34])[cH:33]1.[NH2:8][c:9]1[cH:10][c:11]([C:12]#[N:13])[c:14]([N:15]2[CH2:16][CH2:17][N:18]([C:19](=[O:20])[CH2:21][CH2:22][O:23][CH3:24])[C@H:25]([CH3:26])[CH2:27]2)[n:28][c:29]1[CH:30]1[CH2:31][CH2:32]1>>[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][n:6][c:7]([NH:8][c:9]2[cH:10][c:11]([C:12]#[N:13])[c:14]([N:15]3[CH2:16][CH2:17][N:18]([C:19](=[O:20])[CH2:21][CH2:22][O:23][CH3:24])[C@H:25]([CH3:26])[CH2:27]3)[n:28][c:29]2[CH:30]2[CH2:31][CH2:32]2)[cH:33]1
US20090054462A1,6,[CH3:1][C:2](=[O:3])[O:4][CH2:5][C@H:6]1[CH2:7][CH2:8][C@H:9]([O:10][C@H:11]([CH3:12])[c:13]2[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26]2)[C@@H:27]([c:28]2[cH:29][cH:30][c:31]([F:32])[cH:33][cH:34]2)[C@@H:35]1[CH2:36][NH:37][CH2:42][c:41]1[cH:40][cH:39][cH:38][cH:44][cH:43]1>>[CH3:1][C:2](=[O:3])[O:4][CH2:5][C@H:6]1[CH2:7][CH2:8][C@H:9]([O:10][C@H:11]([CH3:12])[c:13]2[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26]2)[C@@H:27]([c:28]2[cH:29][cH:30][c:31]([F:32])[cH:33][cH:34]2)[C@@H:35]1[CH2:36][NH2:37]
US20070155740A1,1,[CH3:1][CH2:2][C@@H:3]([CH2:4][O:5][CH3:6])[n:7]1[cH:8][c:9]([Cl:10])[n:11][c:12]([Cl:26])[c:24]1=[O:25].[NH:13]1[CH2:14][CH2:15][c:16]2[cH:17][c:18]([Br:19])[cH:20][c:21]([Cl:22])[c:23]21>>[CH3:1][CH2:2][C@@H:3]([CH2:4][O:5][CH3:6])[n:7]1[cH:8][c:9]([Cl:10])[n:11][c:12]([N:13]2[CH2:14][CH2:15][c:16]3[cH:17][c:18]([Br:19])[cH:20][c:21]([Cl:22])[c:23]32)[c:24]1=[O:25]
US20090202647A1,6,[CH3:1][CH2:2][CH2:3][N:4]([CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][s:11]1)[CH:12]1[CH2:13][CH2:14][c:15]2[c:16]([O:17][CH3:23])[cH:18][cH:19][cH:20][c:21]2[CH2:22]1>>[CH3:1][CH2:2][CH2:3][N:4]([CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][s:11]1)[C@H:12]1[CH2:13][CH2:14][c:15]2[c:16]([OH:17])[cH:18][cH:19][cH:20][c:21]2[CH2:22]1
US20030008882A1,1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[Br:32].[NH:10]1[CH2:11][CH2:12][N:13]([c:14]2[cH:15][cH:16][cH:17][c:18]([CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26]2)[C@@H:27]([CH:28]([CH3:29])[CH3:30])[CH2:31]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[N:10]1[CH2:11][CH2:12][N:13]([c:14]2[cH:15][cH:16][cH:17][c:18]([CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26]2)[C@@H:27]([CH:28]([CH3:29])[CH3:30])[CH2:31]1
US20130217666A1,3,[CH3:1][N:2]1[CH2:3][CH2:4][C@@:5]([OH:6])([C:7]#[CH:8])[C:35]1=[O:36].[c:9]1([Br:37])[cH:10][cH:11][c:12]2[c:13]([cH:14]1)-[c:15]1[n:16][c:17]([C:18]([NH2:19])=[O:20])[c:21]([CH2:22][O:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[Cl:30])[n:31]1[CH2:32][CH2:33][O:34]2>>[CH3:1][N:2]1[CH2:3][CH2:4][C@@:5]([OH:6])([C:7]#[C:8][c:9]2[cH:10][cH:11][c:12]3[c:13]([cH:14]2)-[c:15]2[n:16][c:17]([C:18]([NH2:19])=[O:20])[c:21]([CH2:22][O:23][c:24]4[cH:25][cH:26][cH:27][cH:28][c:29]4[Cl:30])[n:31]2[CH2:32][CH2:33][O:34]3)[C:35]1=[O:36]
US20070249670A1,6,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][c:9]([NH:10][C:11](=[O:12])[NH:13][c:14]3[c:15]([CH3:16])[cH:17][c:18]([CH3:19])[cH:20][c:21]3[CH3:22])[c:23]([C:24](=[O:25])[N:26]3[CH2:27][CH2:28][CH2:29][CH2:30][C@H:31]3[C:32](=[O:33])[O:34][CH3:38])[s:35]2)[cH:36][cH:37]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][c:9]([NH:10][C:11](=[O:12])[NH:13][c:14]3[c:15]([CH3:16])[cH:17][c:18]([CH3:19])[cH:20][c:21]3[CH3:22])[c:23]([C:24](=[O:25])[N:26]3[CH2:27][CH2:28][CH2:29][CH2:30][C@H:31]3[C:32](=[O:33])[OH:34])[s:35]2)[cH:36][cH:37]1
US20130231328A1,6,[NH2:1][C:2](=[O:3])[CH2:4][C@H:5]1[CH2:6][CH2:7][c:8]2[s:9][c:10]3[n:11][cH:12][n:13][c:14]([O:15][CH2:16][CH:17]4[CH2:18][CH2:19][N:20]([C:30]([O:29][C:26]([CH3:25])([CH3:27])[CH3:28])=[O:31])[CH2:21][CH2:22]4)[c:23]3[c:24]21>>[NH2:1][C:2](=[O:3])[CH2:4][C@H:5]1[CH2:6][CH2:7][c:8]2[s:9][c:10]3[n:11][cH:12][n:13][c:14]([O:15][CH2:16][CH:17]4[CH2:18][CH2:19][NH:20][CH2:21][CH2:22]4)[c:23]3[c:24]21
US08440668B2,2,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][C:11](=[O:12])[OH:36])[CH2:26][c:27]1[cH:28][c:29]([F:30])[c:31]([F:32])[cH:33][c:34]1[F:35].[NH:13]1[CH2:14][CH2:15][n:16]2[c:17]([n:18][n:19][c:20]2[C:21]([F:22])([F:23])[F:24])[CH2:25]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][C:11](=[O:12])[N:13]1[CH2:14][CH2:15][n:16]2[c:17]([n:18][n:19][c:20]2[C:21]([F:22])([F:23])[F:24])[CH2:25]1)[CH2:26][c:27]1[cH:28][c:29]([F:30])[c:31]([F:32])[cH:33][c:34]1[F:35]
US06599902B2,6,[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6]1)[C@@H:7]1[CH2:8][CH2:9][CH2:10][N:11]1[C:13](=[O:12])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6]1)[C@@H:7]1[CH2:8][CH2:9][CH2:10][NH:11]1
US20050065178A1,1,[CH2:17]=[O:24].[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][c:11]([N:12]3[CH2:13][C@H:14]4[CH2:15][NH:16][C@H:18]4[CH2:19]3)[cH:20][n:21]2)[cH:22][cH:23]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][c:11]([N:12]3[CH2:13][C@H:14]4[CH2:15][N:16]([CH3:17])[C@H:18]4[CH2:19]3)[cH:20][n:21]2)[cH:22][cH:23]1
US20100204159A1,2,[C:3](=[O:4])([CH2:5][C@H:6]([C:7](=[O:8])[O:9][CH3:10])[CH:11]([CH3:12])[CH3:13])[OH:14].[CH3:1][NH2:2]>>[CH3:1][NH:2][C:3](=[O:4])[CH2:5][C@H:6]([C:7](=[O:8])[O:9][CH3:10])[CH:11]([CH3:12])[CH3:13]
US20100272680A1,2,[C:11](=[O:12])([c:13]1[n:14][c:15]2[c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][c:22](-[c:23]3[cH:24][cH:25][o:26][cH:27]3)[cH:28][n:29]2[c:30]1[Cl:31])[OH:36].[CH3:1][C@@H:2]1[O:3][C:4](=[O:5])[N:6]([CH:7]2[CH2:8][CH2:9][NH:10][CH2:32][CH2:33]2)[C:34]1=[O:35]>>[CH3:1][C@@H:2]1[O:3][C:4](=[O:5])[N:6]([CH:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[c:13]3[n:14][c:15]4[c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][c:22](-[c:23]5[cH:24][cH:25][o:26][cH:27]5)[cH:28][n:29]4[c:30]3[Cl:31])[CH2:32][CH2:33]2)[C:34]1=[O:35]
US04925834,8,[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C:9]4=[CH:10]/[C:11](=[CH:12]\[F:13])[CH2:14][CH2:15][C@:16]34[CH3:17])[C@@H:18]1[CH2:19][CH2:20][C@@H:21]2[OH:22]>>[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C:9]4=[CH:10]/[C:11](=[CH:12]\[F:13])[CH2:14][CH2:15][C@:16]34[CH3:17])[C@@H:18]1[CH2:19][CH2:20][C:21]2=[O:22]
US20110092526A1,6,[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][C@@H:7]([NH:8][C:15]([O:14][C:11]([CH3:10])([CH3:12])[CH3:13])=[O:16])[CH2:9]1>>[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][C@@H:7]([NH2:8])[CH2:9]1
US20040198982A1,1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][C:9](=[O:10])[CH:11]([CH2:12][CH:13]([CH3:14])[CH3:15])[OH:34])[cH:32][cH:33]1.[NH:16]([C:17](=[O:18])[O:19][CH2:20][C:21]([Cl:22])([Cl:23])[Cl:24])[c:25]1[n:26][n:27]([CH3:28])[cH:29][c:30]1[Br:31]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][C:9](=[O:10])[C@H:11]([CH2:12][CH:13]([CH3:14])[CH3:15])[N:16]([C:17](=[O:18])[O:19][CH2:20][C:21]([Cl:22])([Cl:23])[Cl:24])[c:25]2[n:26][n:27]([CH3:28])[cH:29][c:30]2[Br:31])[cH:32][cH:33]1
US20110015157A1,3,[CH2:1]=[CH:2][CH2:3][C:4]1([CH:5]([CH3:6])[CH3:7])[CH2:8][CH2:9][N:10]([CH:11]([CH3:12])[c:13]2[cH:14][cH:15][c:16]([Br:30])[cH:25][cH:26]2)[C:27](=[O:28])[O:29]1.[c:17]1([B:32]([OH:31])[OH:33])[cH:18][cH:19][c:20]([F:21])[cH:22][c:23]1[F:24]>>[CH2:1]=[CH:2][CH2:3][C:4]1([CH:5]([CH3:6])[CH3:7])[CH2:8][CH2:9][N:10]([C@@H:11]([CH3:12])[c:13]2[cH:14][cH:15][c:16](-[c:17]3[cH:18][cH:19][c:20]([F:21])[cH:22][c:23]3[F:24])[cH:25][cH:26]2)[C:27](=[O:28])[O:29]1
US20070161681A1,6,[CH3:1][C@@H:2]([O:3][c:4]1[cH:5][cH:6][c:7]([C:8]#[N:9])[c:10]([F:11])[cH:12]1)[C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][C@@H:2]([O:3][c:4]1[cH:5][cH:6][c:7]([C:8]#[N:9])[c:10]([F:11])[cH:12]1)[C:13](=[O:14])[OH:15]
US20080045530A1,1,[CH2:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1-[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[Br:47].[CH2:1]=[CH:2][C@@H:3]1[CH2:4][C@:5]1([NH:6][C:7](=[O:8])[C@H:9]1[CH2:10][CH2:11][NH:12][CH2:26]1)[C:27](=[O:28])[NH:29][S:30](=[O:31])(=[O:32])[c:33]1[cH:34][cH:35][cH:36][c:37]([O:38][CH2:39][c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[cH:46]1>>[CH2:1]=[CH:2][C@@H:3]1[CH2:4][C@:5]1([NH:6][C:7](=[O:8])[C@H:9]1[CH2:10][CH2:11][N:12]([CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[CH2:26]1)[C:27](=[O:28])[NH:29][S:30](=[O:31])(=[O:32])[c:33]1[cH:34][cH:35][cH:36][c:37]([O:38][CH2:39][c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[cH:46]1
US20070254881A1,2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[Cl:28])[cH:26][cH:27]1.[OH:9][CH2:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]1[C:16](=[O:17])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][CH2:10][C@H:11]2[CH2:12][CH2:13][CH2:14][N:15]2[C:16](=[O:17])[O:18][CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1
US06610692B1,6,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][C@@H:10]([NH:11][C:21](=[O:20])[O:22][CH2:23][c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[CH2:19]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][C@@H:10]([NH2:11])[C@H:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[CH2:19]1
US20140315911A1,1,[C:8]1(=[O:14])[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1.[CH3:1][O:2][C:3](=[O:4])[C@@H:5]([CH3:6])[NH2:7]>>[CH3:1][O:2][C:3](=[O:4])[C@@H:5]([CH3:6])[NH:7][CH:8]1[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1
US20100173888A1,2,[C:6](=[O:7])([C@@H:8]1[CH2:9][CH2:10][C@H:11]([NH:12][C:13](=[O:14])[c:15]2[cH:16][cH:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]3)[n:26][cH:27]2)[CH2:28]1)[OH:29].[CH3:1][C@H:2]([CH2:3][OH:4])[NH2:5]>>[CH3:1][CH:2]([CH2:3][OH:4])[NH:5][C:6](=[O:7])[C@@H:8]1[CH2:9][CH2:10][C@H:11]([NH:12][C:13](=[O:14])[c:15]2[cH:16][cH:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]3)[n:26][cH:27]2)[CH2:28]1
US20120225854A1,1,[CH3:1][CH2:2][C@H:3]1[CH2:4][N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][NH:15]1.[c:16]1([Br:32])[cH:17][cH:18][c:19]([C:20]([OH:21])([C:22]([F:23])([F:24])[F:25])[C:26]([F:27])([F:28])[F:29])[cH:30][cH:31]1>>[CH3:1][CH2:2][C@H:3]1[CH2:4][N:5]([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][N:15]1[c:16]1[cH:17][cH:18][c:19]([C:20]([OH:21])([C:22]([F:23])([F:24])[F:25])[C:26]([F:27])([F:28])[F:29])[cH:30][cH:31]1
US20080188528A1,6,[CH3:1][c:2]1[c:3]([CH3:4])[c:5]([S:6](=[O:7])(=[O:8])[NH:9][C:10](=[NH:11])[NH:12][c:13]2[cH:14][cH:15][cH:16][c:17]([C@H:18]([NH:19][C:20](=[O:21])[c:22]3[cH:23][cH:24][cH:25][n:26]([CH2:27][c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[c:34]3=[O:35])[C:36](=[O:37])[O:38][CH3:50])[cH:39]2)[c:40]([CH3:41])[c:42]2[c:43]1[O:44][C:45]([CH3:46])([CH3:47])[CH2:48][CH2:49]2>>[CH3:1][c:2]1[c:3]([CH3:4])[c:5]([S:6](=[O:7])(=[O:8])[NH:9][C:10](=[NH:11])[NH:12][c:13]2[cH:14][cH:15][cH:16][c:17]([C@H:18]([NH:19][C:20](=[O:21])[c:22]3[cH:23][cH:24][cH:25][n:26]([CH2:27][c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[c:34]3=[O:35])[C:36](=[O:37])[OH:38])[cH:39]2)[c:40]([CH3:41])[c:42]2[c:43]1[O:44][C:45]([CH3:46])([CH3:47])[CH2:48][CH2:49]2
US04645845,1,[C:18](=[CH2:19])([CH3:20])[CH3:21].[CH3:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([c:7]([CH3:8])[c:9]1[OH:10])[CH2:11][CH2:12][C@@:13]([CH3:14])([CH2:15][CH2:16][OH:17])[O:22]2>>[CH3:1][c:2]1[c:3]([CH3:4])[c:5]2[c:6]([c:7]([CH3:8])[c:9]1[OH:10])[CH2:11][CH2:12][C@@:13]([CH3:14])([CH2:15][CH2:16][O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[O:22]2
US05212173,1,[CH3:1][C:2]1([CH3:3])[C@H:4]2[CH2:5][CH2:6][C@@H:7]([CH2:8][CH2:9][Cl:19])[C@@H:17]1[CH2:18]2.[OH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][OH:16]>>[CH3:1][C:2]1([CH3:3])[C@H:4]2[CH2:5][CH2:6][C@@H:7]([CH2:8][CH2:9][O:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][OH:16])[C@@H:17]1[CH2:18]2
US05712255,1,[CH:11]1([Cl:47])[O:12][C@H:13]([CH2:14][O:15][CH2:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[C@@H:23]([O:24][CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[C@H:32]1[O:33][CH2:34][c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1.[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][c:6]2[n:7][c:8]([Cl:9])[nH:10][c:41]2[cH:42][c:43]1[N+:44](=[O:45])[O-:46]>>[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][c:6]2[n:7][c:8]([Cl:9])[n:10]([C@@H:11]3[O:12][C@H:13]([CH2:14][O:15][CH2:16][c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[C@@H:23]([O:24][CH2:25][c:26]4[cH:27][cH:28][cH:29][cH:30][cH:31]4)[C@H:32]3[O:33][CH2:34][c:35]3[cH:36][cH:37][cH:38][cH:39][cH:40]3)[c:41]2[cH:42][c:43]1[N+:44](=[O:45])[O-:46]
US20100179109A1,2,[CH3:1][O:2][C:3](=[O:4])[Cl:39].[NH2:5][CH2:6][CH2:7][CH2:8][C:9]([OH:10])([c:11]1[cH:12][cH:13][cH:14][c:15]([F:16])[c:17]1[O:18][c:19]1[cH:20][cH:21][cH:22][c:23]([CH3:24])[cH:25]1)[C@@H:26]1[CH2:27][CH2:28][CH2:29][N:30]([C:31](=[O:32])[O:33][C:34]([CH3:35])([CH3:36])[CH3:37])[CH2:38]1>>[CH3:1][O:2][C:3](=[O:4])[NH:5][CH2:6][CH2:7][CH2:8][C:9]([OH:10])([c:11]1[cH:12][cH:13][cH:14][c:15]([F:16])[c:17]1[O:18][c:19]1[cH:20][cH:21][cH:22][c:23]([CH3:24])[cH:25]1)[C@@H:26]1[CH2:27][CH2:28][CH2:29][N:30]([C:31](=[O:32])[O:33][C:34]([CH3:35])([CH3:36])[CH3:37])[CH2:38]1
